experiment,dataset,protocol_id,class_name,precision,recall,f1,support
E0,ustc,A-2,SMB,0.9987156434626252,0.9987156434626252,0.9987156434626252,3893
E0,ustc,A-2,BitTorrent,0.9973404255319149,0.9973404255319149,0.9973404255319149,752
E0,ustc,A-2,WorldOfWarcraft,1.0,1.0,1.0,789
E0,ustc,A-2,Shifu,0.9968782518210197,0.9948078920041536,0.9958419958419958,963
E0,ustc,A-2,Outlook,1.0,0.9468791500664011,0.9727148703956344,753
E0,ustc,A-2,Virut,0.9091840218504609,0.8045317220543806,0.8536624459047925,3310
E0,ustc,A-2,MySQL,0.9998838559814169,1.0,0.9999419246181543,8609
E0,ustc,A-2,Skype,0.984375,0.9968354430379747,0.9905660377358491,632
E0,ustc,A-2,Miuref,0.9977711738484398,0.9962908011869436,0.9970304380103935,1348
E0,ustc,A-2,Neris,0.8297815663292488,0.9218703758508434,0.873405299313052,3379
E0,vnat,medium_seed2025,netflix,1.0,0.8,0.8888888888888888,20
E0,vnat,medium_seed2025,rdp,1.0,0.5,0.6666666666666666,4
E0,vnat,medium_seed2025,rsync,1.0,0.005235602094240838,0.010416666666666666,191
E0,vnat,medium_seed2025,scp,0.5447941888619855,0.982532751091703,0.7009345794392523,229
E0,vnat,medium_seed2025,skype,0.9692307692307692,1.0,0.984375,126
E0,vnat,medium_seed2025,ssh,0.9955914768552535,0.9992625368731564,0.9974236290025764,1356
E0,vnat,medium_seed2025,youtube,0.8918918918918919,0.9705882352941176,0.9295774647887324,34
E0,vnat,medium_seed2026,netflix,1.0,0.85,0.918918918918919,20
E0,vnat,medium_seed2026,rdp,1.0,1.0,1.0,4
E0,vnat,medium_seed2026,rsync,1.0,0.9790575916230366,0.9894179894179894,191
E0,vnat,medium_seed2026,skype,0.9921259842519685,1.0,0.9960474308300395,126
E0,vnat,medium_seed2026,ssh,0.9963235294117647,0.9992625368731564,0.9977908689248896,1356
E0,vnat,medium_seed2026,vimeo,0.983739837398374,1.0,0.9918032786885246,121
E0,vnat,medium_seed2026,zoiper,0.989247311827957,0.989247311827957,0.989247311827957,93
E1,iscx_tor,medium_seed2022,Browsing,0.5517241379310345,0.48,0.5133689839572193,200
E1,iscx_tor,medium_seed2022,Email,0.5576923076923077,0.5370370370370371,0.5471698113207547,54
E1,iscx_tor,medium_seed2022,FTP,0.7476190476190476,0.785,0.7658536585365854,200
E1,iscx_tor,medium_seed2022,Facebook,0.7586206896551724,0.25882352941176473,0.38596491228070173,85
E1,iscx_tor,medium_seed2022,Hangouts,0.47058823529411764,0.2318840579710145,0.3106796116504854,69
E1,iscx_tor,medium_seed2022,Spotify,0.72,0.7346938775510204,0.7272727272727273,147
E1,iscx_tor,medium_seed2022,Vimeo,0.36134453781512604,0.5657894736842105,0.441025641025641,152
E1,iscx_tor,medium_seed2022,YouTube,0.5136363636363637,0.565,0.5380952380952381,200
E1,iscx_vpn,medium_seed2022,AIM,0.5576923076923077,0.5471698113207547,0.5523809523809524,53
E1,iscx_vpn,medium_seed2022,BitTorrent,0.7181818181818181,0.79,0.7523809523809524,100
E1,iscx_vpn,medium_seed2022,Email,0.7035398230088495,0.795,0.7464788732394366,200
E1,iscx_vpn,medium_seed2022,FTPS,0.7155963302752294,0.78,0.7464114832535885,200
E1,iscx_vpn,medium_seed2022,Facebook,0.819672131147541,0.75,0.783289817232376,200
E1,iscx_vpn,medium_seed2022,Gmail,0.6666666666666666,0.6296296296296297,0.6476190476190476,54
E1,iscx_vpn,medium_seed2022,ICQ,0.6410256410256411,0.4716981132075472,0.5434782608695652,53
E1,iscx_vpn,medium_seed2022,Netflix,0.5161290322580645,0.5423728813559322,0.5289256198347108,118
E1,iscx_vpn,medium_seed2022,SCP,0.6938775510204082,0.68,0.6868686868686869,200
E1,iscx_vpn,medium_seed2022,SFTP,0.7619047619047619,0.5161290322580645,0.6153846153846154,31
E1,iscx_vpn,medium_seed2022,Spotify,0.5,0.35443037974683544,0.4148148148148148,79
E1,iscx_vpn,medium_seed2022,Vimeo,0.5290322580645161,0.6666666666666666,0.5899280575539568,123
E1,iscx_vpn,medium_seed2022,VoIPBuster,0.8,0.72,0.7578947368421053,200
E1,ustc,A-2,Gmail,0.9851598173515982,1.0,0.99252443933295,863
E1,ustc,A-2,FTP,0.9999010194991587,0.9999010194991587,0.9999010194991587,10103
E1,ustc,A-2,Nsis-ay,0.9787581699346405,0.9868204283360791,0.9827727645611156,607
E1,ustc,A-2,Facetime,1.0,1.0,1.0,600
E1,ustc,A-2,Weibo,1.0,0.9982478097622027,0.999123136665414,3995
E1,ustc,A-2,Cridex,0.998780487804878,1.0,0.9993898718730934,1638
E1,ustc,A-2,Zeus,1.0,1.0,1.0,1097
E1,ustc,A-2,SMB,0.997948717948718,0.999743128692525,0.998845117413063,3893
E1,ustc,A-2,BitTorrent,0.9986684420772304,0.9973404255319149,0.998003992015968,752
E1,ustc,A-2,WorldOfWarcraft,1.0,0.9987325728770595,0.9993658845909955,789
E1,ustc,A-2,Shifu,1.0,0.995846313603323,0.9979188345473465,963
E1,ustc,A-2,Outlook,0.9972826086956522,0.9747675962815405,0.9858965748824715,753
E1,ustc,A-2,Virut,0.9216405468489497,0.8350453172205438,0.8762085909018862,3310
E1,ustc,A-2,MySQL,1.0,1.0,1.0,8609
E1,ustc,A-2,Skype,0.9905956112852664,1.0,0.9952755905511811,632
E1,ustc,A-2,Miuref,0.997037037037037,0.9985163204747775,0.9977761304670126,1348
E1,ustc,A-2,Neris,0.8534599728629579,0.9307487422314294,0.8904303510758776,3379
E1,vnat,medium_seed2025,netflix,0.8666666666666667,0.65,0.7428571428571429,20
E1,vnat,medium_seed2025,rdp,1.0,0.25,0.4,4
E1,vnat,medium_seed2025,rsync,0.0,0.0,0.0,191
E1,vnat,medium_seed2025,scp,0.5445783132530121,0.9868995633187773,0.7018633540372671,229
E1,vnat,medium_seed2025,skype,0.9692307692307692,1.0,0.984375,126
E1,vnat,medium_seed2025,ssh,0.9955914768552535,0.9992625368731564,0.9974236290025764,1356
E1,vnat,medium_seed2025,youtube,0.8157894736842105,0.9117647058823529,0.8611111111111112,34
E1,vnat,medium_seed2026,netflix,0.8636363636363636,0.95,0.9047619047619048,20
E1,vnat,medium_seed2026,rdp,1.0,0.75,0.8571428571428571,4
E1,vnat,medium_seed2026,rsync,0.9946808510638298,0.9790575916230366,0.9868073878627969,191
E1,vnat,medium_seed2026,skype,0.9921259842519685,1.0,0.9960474308300395,126
E1,vnat,medium_seed2026,ssh,0.9970544918998527,0.9985250737463127,0.997789240972734,1356
E1,vnat,medium_seed2026,vimeo,0.9915966386554622,0.9752066115702479,0.9833333333333333,121
E1,vnat,medium_seed2026,zoiper,0.9893617021276596,1.0,0.9946524064171123,93
E2,iscx_tor,medium_seed2022,Browsing,0.7884615384615384,0.41,0.5394736842105263,200
E2,iscx_tor,medium_seed2022,Email,0.6111111111111112,0.2037037037037037,0.3055555555555556,54
E2,iscx_tor,medium_seed2022,FTP,0.3450087565674256,0.985,0.5110246433203631,200
E2,iscx_tor,medium_seed2022,Facebook,0.5454545454545454,0.2823529411764706,0.37209302325581395,85
E2,iscx_tor,medium_seed2022,Hangouts,0.7368421052631579,0.2028985507246377,0.3181818181818182,69
E2,iscx_tor,medium_seed2022,Spotify,0.5263157894736842,0.40816326530612246,0.45977011494252873,147
E2,iscx_tor,medium_seed2022,Vimeo,0.6571428571428571,0.3026315789473684,0.4144144144144144,152
E2,iscx_tor,medium_seed2022,YouTube,0.5269461077844312,0.44,0.47956403269754766,200
E2,iscx_vpn,medium_seed2022,AIM,0.14285714285714285,0.018867924528301886,0.03333333333333333,53
E2,iscx_vpn,medium_seed2022,BitTorrent,0.49444444444444446,0.89,0.6357142857142857,100
E2,iscx_vpn,medium_seed2022,Email,0.4423076923076923,0.345,0.38764044943820225,200
E2,iscx_vpn,medium_seed2022,FTPS,0.6684782608695652,0.615,0.640625,200
E2,iscx_vpn,medium_seed2022,Facebook,0.29904761904761906,0.785,0.43310344827586206,200
E2,iscx_vpn,medium_seed2022,Gmail,0.8095238095238095,0.6296296296296297,0.7083333333333334,54
E2,iscx_vpn,medium_seed2022,ICQ,0.2857142857142857,0.03773584905660377,0.06666666666666667,53
E2,iscx_vpn,medium_seed2022,Netflix,0.256,0.2711864406779661,0.26337448559670784,118
E2,iscx_vpn,medium_seed2022,SCP,0.4012345679012346,0.325,0.35911602209944754,200
E2,iscx_vpn,medium_seed2022,SFTP,0.5454545454545454,0.3870967741935484,0.4528301886792453,31
E2,iscx_vpn,medium_seed2022,Spotify,0.4318181818181818,0.24050632911392406,0.3089430894308943,79
E2,iscx_vpn,medium_seed2022,Vimeo,0.5714285714285714,0.3902439024390244,0.463768115942029,123
E2,iscx_vpn,medium_seed2022,VoIPBuster,0.4657534246575342,0.17,0.2490842490842491,200
E2,ustc,A-2,Gmail,0.8390977443609022,0.6465816917728853,0.7303664921465969,863
E2,ustc,A-2,FTP,0.9555121278307851,0.8227259229931704,0.8841612594404851,10103
E2,ustc,A-2,Nsis-ay,0.9852700490998363,0.9917627677100495,0.9885057471264368,607
E2,ustc,A-2,Facetime,0.9966777408637874,1.0,0.9983361064891847,600
E2,ustc,A-2,Weibo,0.6643503895556959,0.7897371714643304,0.7216376944190301,3995
E2,ustc,A-2,Cridex,1.0,1.0,1.0,1638
E2,ustc,A-2,Zeus,0.9936421435059037,0.9972652689152234,0.9954504094631483,1097
E2,ustc,A-2,SMB,0.7215984147952443,0.5612638068327768,0.631411645715937,3893
E2,ustc,A-2,BitTorrent,0.7301587301587301,0.6117021276595744,0.6657018813314037,752
E2,ustc,A-2,WorldOfWarcraft,1.0,0.9961977186311787,0.9980952380952381,789
E2,ustc,A-2,Shifu,0.9968782518210197,0.9948078920041536,0.9958419958419958,963
E2,ustc,A-2,Outlook,0.7002141327623126,0.8685258964143426,0.7753408417308832,753
E2,ustc,A-2,Virut,0.9275672371638142,0.9169184290030211,0.9222120935885749,3310
E2,ustc,A-2,MySQL,0.8125733281188893,0.9653850621442677,0.8824122737166216,8609
E2,ustc,A-2,Skype,0.9518072289156626,1.0,0.9753086419753086,632
E2,ustc,A-2,Miuref,0.9955654101995566,0.9992581602373887,0.9974083672713809,1348
E2,ustc,A-2,Neris,0.9190615835777126,0.9274933412252145,0.9232582118132273,3379
E2,vnat,medium_seed2025,netflix,1.0,0.75,0.8571428571428571,20
E2,vnat,medium_seed2025,rdp,1.0,0.5,0.6666666666666666,4
E2,vnat,medium_seed2025,rsync,0.504950495049505,0.2670157068062827,0.3493150684931507,191
E2,vnat,medium_seed2025,scp,0.5375,0.7510917030567685,0.6265938069216758,229
E2,vnat,medium_seed2025,skype,1.0,0.9285714285714286,0.9629629629629629,126
E2,vnat,medium_seed2025,ssh,0.9854545454545455,0.9992625368731564,0.9923105089710729,1356
E2,vnat,medium_seed2025,youtube,0.9333333333333333,0.8235294117647058,0.875,34
E2,vnat,medium_seed2026,netflix,0.8571428571428571,0.3,0.4444444444444444,20
E2,vnat,medium_seed2026,rdp,0.75,0.75,0.75,4
E2,vnat,medium_seed2026,rsync,0.9617486338797814,0.9214659685863874,0.9411764705882353,191
E2,vnat,medium_seed2026,skype,0.984,0.9761904761904762,0.9800796812749004,126
E2,vnat,medium_seed2026,ssh,0.9912216532553035,0.9992625368731564,0.995225853837679,1356
E2,vnat,medium_seed2026,vimeo,0.9140625,0.9669421487603306,0.9397590361445783,121
E2,vnat,medium_seed2026,zoiper,0.9278350515463918,0.967741935483871,0.9473684210526315,93
E3,iscx_tor,medium_seed2022,Browsing,0.7281553398058253,0.375,0.49504950495049505,200
E3,iscx_tor,medium_seed2022,Email,0.8333333333333334,0.5555555555555556,0.6666666666666666,54
E3,iscx_tor,medium_seed2022,FTP,0.34452296819787986,0.975,0.5091383812010444,200
E3,iscx_tor,medium_seed2022,Facebook,0.7714285714285715,0.3176470588235294,0.45,85
E3,iscx_tor,medium_seed2022,Hangouts,0.5454545454545454,0.17391304347826086,0.26373626373626374,69
E3,iscx_tor,medium_seed2022,Spotify,0.8493150684931506,0.4217687074829932,0.5636363636363636,147
E3,iscx_tor,medium_seed2022,Vimeo,0.5412844036697247,0.3881578947368421,0.4521072796934866,152
E3,iscx_tor,medium_seed2022,YouTube,0.558282208588957,0.455,0.5013774104683195,200
E3,iscx_vpn,medium_seed2022,AIM,0.2916666666666667,0.1320754716981132,0.18181818181818182,53
E3,iscx_vpn,medium_seed2022,BitTorrent,0.5136612021857924,0.94,0.6643109540636042,100
E3,iscx_vpn,medium_seed2022,Email,0.6111111111111112,0.385,0.4723926380368098,200
E3,iscx_vpn,medium_seed2022,FTPS,0.6410256410256411,0.75,0.6912442396313364,200
E3,iscx_vpn,medium_seed2022,Facebook,0.37948717948717947,0.74,0.5016949152542373,200
E3,iscx_vpn,medium_seed2022,Gmail,0.7441860465116279,0.5925925925925926,0.6597938144329897,54
E3,iscx_vpn,medium_seed2022,ICQ,0.3,0.16981132075471697,0.21686746987951808,53
E3,iscx_vpn,medium_seed2022,Netflix,0.3918918918918919,0.4915254237288136,0.43609022556390975,118
E3,iscx_vpn,medium_seed2022,SCP,0.5853658536585366,0.24,0.3404255319148936,200
E3,iscx_vpn,medium_seed2022,SFTP,0.7058823529411765,0.3870967741935484,0.5,31
E3,iscx_vpn,medium_seed2022,Spotify,0.41025641025641024,0.4050632911392405,0.40764331210191085,79
E3,iscx_vpn,medium_seed2022,Vimeo,0.726027397260274,0.43089430894308944,0.5408163265306123,123
E3,iscx_vpn,medium_seed2022,VoIPBuster,0.47540983606557374,0.435,0.45430809399477806,200
E3,ustc,A-2,Gmail,0.9732394366197183,0.8006952491309386,0.8785759694850604,863
E3,ustc,A-2,FTP,0.9712080736123478,0.9715925962585371,0.9714002968827313,10103
E3,ustc,A-2,Nsis-ay,0.9800664451827242,0.9719934102141681,0.9760132340777502,607
E3,ustc,A-2,Facetime,1.0,1.0,1.0,600
E3,ustc,A-2,Weibo,0.7303571428571428,0.8190237797246558,0.7721533923303835,3995
E3,ustc,A-2,Cridex,0.9993898718730934,1.0,0.9996948428440647,1638
E3,ustc,A-2,Zeus,0.9945205479452055,0.9927073837739289,0.9936131386861314,1097
E3,ustc,A-2,SMB,0.7869385342789598,0.6840482918058053,0.7318950116806376,3893
E3,ustc,A-2,BitTorrent,0.938366718027735,0.8098404255319149,0.8693790149892934,752
E3,ustc,A-2,WorldOfWarcraft,1.0,0.9961977186311787,0.9980952380952381,789
E3,ustc,A-2,Shifu,0.9989583333333333,0.995846313603323,0.9973998959958398,963
E3,ustc,A-2,Outlook,0.7824175824175824,0.9455511288180611,0.8562838244137102,753
E3,ustc,A-2,Virut,0.9368456602499156,0.8380664652567976,0.8847073831924733,3310
E3,ustc,A-2,MySQL,0.9608045977011495,0.9709606226042513,0.9658559131087874,8609
E3,ustc,A-2,Skype,0.9280469897209985,1.0,0.9626808834729627,632
E3,ustc,A-2,Miuref,0.9977494373593399,0.9866468842729971,0.9921671018276762,1348
E3,ustc,A-2,Neris,0.8551151580074987,0.944954128440367,0.8977927737944609,3379
E3,vnat,medium_seed2025,netflix,0.8947368421052632,0.85,0.8717948717948718,20
E3,vnat,medium_seed2025,rdp,1.0,0.5,0.6666666666666666,4
E3,vnat,medium_seed2025,rsync,0.5315315315315315,0.3089005235602094,0.39072847682119205,191
E3,vnat,medium_seed2025,scp,0.5667752442996743,0.759825327510917,0.6492537313432836,229
E3,vnat,medium_seed2025,skype,1.0,0.9920634920634921,0.9960159362549801,126
E3,vnat,medium_seed2025,ssh,0.997789240972734,0.9985250737463127,0.9981570217471434,1356
E3,vnat,medium_seed2025,youtube,0.7948717948717948,0.9117647058823529,0.8493150684931506,34
E3,vnat,medium_seed2026,netflix,0.7692307692307693,0.5,0.6060606060606061,20
E3,vnat,medium_seed2026,rdp,1.0,0.25,0.4,4
E3,vnat,medium_seed2026,rsync,0.9947643979057592,0.9947643979057592,0.9947643979057592,191
E3,vnat,medium_seed2026,skype,0.9921259842519685,1.0,0.9960474308300395,126
E3,vnat,medium_seed2026,ssh,0.9970588235294118,1.0,0.9985272459499264,1356
E3,vnat,medium_seed2026,vimeo,0.9133858267716536,0.9586776859504132,0.9354838709677419,121
E3,vnat,medium_seed2026,zoiper,1.0,0.989247311827957,0.9945945945945946,93
