class,local_label,train_support,val_support,precision,recall,f1,minority_class,feature,protocol_id
netflix,0,165,20,0.9473684210526316,0.9,0.9230769230769232,True,f1,high_seed2025
rdp,1,36,4,0.0,0.0,0.0,True,f1,high_seed2025
rsync,2,1530,191,0.4870466321243523,0.4921465968586387,0.4895833333333333,False,f1,high_seed2025
scp,3,1832,229,0.5434782608695652,0.5458515283842795,0.5446623093681917,False,f1,high_seed2025
skype,4,1017,126,0.975206611570248,0.9365079365079364,0.9554655870445344,True,f1,high_seed2025
ssh,5,10851,1356,0.9941305942773294,0.9992625368731564,0.99668995954395,False,f1,high_seed2025
netflix,0,165,20,1.0,0.8,0.888888888888889,True,f1,high_seed2026
rsync,1,1530,191,0.9289340101522844,0.9581151832460733,0.9432989690721648,False,f1,high_seed2026
skype,2,1017,126,0.946153846153846,0.9761904761904762,0.9609375,False,f1,high_seed2026
ssh,3,10851,1356,0.9926632428466616,0.9977876106194692,0.9952188304523722,False,f1,high_seed2026
vimeo,4,976,121,0.9913793103448276,0.950413223140496,0.9704641350210972,True,f1,high_seed2026
zoiper,5,753,93,0.976470588235294,0.8924731182795699,0.9325842696629214,True,f1,high_seed2026
netflix,0,165,20,0.0,0.0,0.0,True,f1,low_seed2022
rsync,1,1530,191,0.6287878787878788,0.4345549738219895,0.5139318885448916,False,f1,low_seed2022
sftp,2,1336,166,0.5116279069767442,0.6626506024096386,0.5774278215223098,False,f1,low_seed2022
skype,3,1017,126,0.9669421487603306,0.9285714285714286,0.9473684210526316,False,f1,low_seed2022
ssh,4,10851,1356,0.98761835396941,1.0,0.9937706119457675,False,f1,low_seed2022
vimeo,5,976,121,0.7151515151515152,0.975206611570248,0.8251748251748252,True,f1,low_seed2022
youtube,6,273,34,1.0,0.0588235294117647,0.1111111111111111,True,f1,low_seed2022
zoiper,7,753,93,0.9090909090909092,0.967741935483871,0.9375,True,f1,low_seed2022
rdp,0,36,4,1.0,0.25,0.4,True,f1,low_seed2023
rsync,1,1530,191,0.0,0.0,0.0,False,f1,low_seed2023
scp,2,1832,229,0.4102564102564102,0.62882096069869,0.496551724137931,False,f1,low_seed2023
sftp,3,1336,166,0.3690987124463519,0.5180722891566265,0.4310776942355889,False,f1,low_seed2023
ssh,4,10851,1356,0.9904970760233918,0.9992625368731564,0.9948604992657856,False,f1,low_seed2023
vimeo,5,976,121,0.9834710743801652,0.9834710743801652,0.9834710743801652,True,f1,low_seed2023
youtube,6,273,34,1.0,0.7941176470588235,0.8852459016393442,True,f1,low_seed2023
zoiper,7,753,93,0.989247311827957,0.989247311827957,0.989247311827957,True,f1,low_seed2023
netflix,0,165,20,0.0,0.0,0.0,True,f1,low_seed2024
rdp,1,36,4,0.25,0.5,0.3333333333333333,True,f1,low_seed2024
scp,2,1832,229,0.5852941176470589,0.868995633187773,0.6994727592267135,False,f1,low_seed2024
sftp,3,1336,166,0.6233766233766234,0.2891566265060241,0.3950617283950617,False,f1,low_seed2024
skype,4,1017,126,0.931297709923664,0.9682539682539684,0.9494163424124512,False,f1,low_seed2024
vimeo,5,976,121,1.0,0.3057851239669421,0.4683544303797468,False,f1,low_seed2024
youtube,6,273,34,0.2068965517241379,0.3529411764705882,0.2608695652173913,True,f1,low_seed2024
zoiper,7,753,93,0.9,0.967741935483871,0.932642487046632,True,f1,low_seed2024
netflix,0,165,20,0.0,0.0,0.0,True,f1,low_seed2025
rdp,1,36,4,0.0,0.0,0.0,True,f1,low_seed2025
rsync,2,1530,191,0.0,0.0,0.0,False,f1,low_seed2025
scp,3,1832,229,0.3745704467353952,0.9519650655021834,0.5376078914919852,False,f1,low_seed2025
sftp,4,1336,166,0.0,0.0,0.0,False,f1,low_seed2025
skype,5,1017,126,0.944,0.9365079365079364,0.9402390438247012,True,f1,low_seed2025
ssh,6,10851,1356,0.9825834542815676,0.9985250737463128,0.990490124359912,False,f1,low_seed2025
youtube,7,273,34,0.6341463414634146,0.7647058823529411,0.6933333333333332,True,f1,low_seed2025
netflix,0,165,20,0.8,0.8,0.8000000000000002,True,f1,low_seed2026
rdp,1,36,4,1.0,0.25,0.4,True,f1,low_seed2026
rsync,2,1530,191,0.0,0.0,0.0,False,f1,low_seed2026
scp,3,1832,229,0.5421686746987951,0.982532751091703,0.6987577639751552,False,f1,low_seed2026
skype,4,1017,126,0.9919354838709676,0.9761904761904762,0.984,False,f1,low_seed2026
ssh,5,10851,1356,0.9933872152828802,0.9970501474926252,0.9952153110047846,False,f1,low_seed2026
vimeo,6,976,121,0.9663865546218487,0.950413223140496,0.9583333333333334,True,f1,low_seed2026
zoiper,7,753,93,0.93,1.0,0.9637305699481864,True,f1,low_seed2026
netflix,0,165,20,0.0,0.0,0.0,True,f1,medium_seed2022
rsync,1,1530,191,0.6240601503759399,0.4345549738219895,0.5123456790123457,False,f1,medium_seed2022
sftp,2,1336,166,0.5159817351598174,0.6807228915662651,0.587012987012987,False,f1,medium_seed2022
ssh,3,10851,1356,0.9919472913616398,0.9992625368731564,0.9955914768552534,False,f1,medium_seed2022
vimeo,4,976,121,0.990990990990991,0.9090909090909092,0.9482758620689654,False,f1,medium_seed2022
youtube,5,273,34,0.5573770491803278,1.0,0.7157894736842105,True,f1,medium_seed2022
zoiper,6,753,93,1.0,0.967741935483871,0.9836065573770492,True,f1,medium_seed2022
rdp,0,36,4,1.0,0.25,0.4,True,f1,medium_seed2023
rsync,1,1530,191,0.2,0.0104712041884816,0.0199004975124378,False,f1,medium_seed2023
scp,2,1832,229,0.4082191780821917,0.6506550218340611,0.5016835016835017,False,f1,medium_seed2023
sftp,3,1336,166,0.3502304147465437,0.4578313253012048,0.3968668407310705,False,f1,medium_seed2023
vimeo,4,976,121,0.951219512195122,0.9669421487603306,0.9590163934426228,False,f1,medium_seed2023
youtube,5,273,34,0.8709677419354839,0.7941176470588235,0.8307692307692308,True,f1,medium_seed2023
zoiper,6,753,93,0.989010989010989,0.967741935483871,0.9782608695652174,True,f1,medium_seed2023
netflix,0,165,20,0.0,0.0,0.0,True,f1,medium_seed2024
rdp,1,36,4,0.0,0.0,0.0,True,f1,medium_seed2024
scp,2,1832,229,0.0,0.0,0.0,False,f1,medium_seed2024
sftp,3,1336,166,0.0,0.0,0.0,False,f1,medium_seed2024
skype,4,1017,126,0.0,0.0,0.0,False,f1,medium_seed2024
vimeo,5,976,121,0.1728571428571428,1.0,0.294762484774665,False,f1,medium_seed2024
youtube,6,273,34,0.0,0.0,0.0,True,f1,medium_seed2024
netflix,0,165,20,0.5,0.05,0.0909090909090909,True,f1,medium_seed2025
rdp,1,36,4,0.0,0.0,0.0,True,f1,medium_seed2025
rsync,2,1530,191,0.25,0.0104712041884816,0.0201005025125628,False,f1,medium_seed2025
scp,3,1832,229,0.5147783251231527,0.9126637554585152,0.658267716535433,False,f1,medium_seed2025
skype,4,1017,126,0.940677966101695,0.8809523809523809,0.9098360655737704,False,f1,medium_seed2025
ssh,5,10851,1356,0.9755219582433404,0.9992625368731564,0.987249544626594,False,f1,medium_seed2025
youtube,6,273,34,0.6756756756756757,0.7352941176470589,0.7042253521126761,True,f1,medium_seed2025
netflix,0,165,20,1.0,0.85,0.9189189189189187,True,f1,medium_seed2026
rdp,1,36,4,1.0,0.25,0.4,True,f1,medium_seed2026
rsync,2,1530,191,0.9576719576719576,0.9476439790575916,0.9526315789473684,False,f1,medium_seed2026
skype,3,1017,126,0.9534883720930232,0.9761904761904762,0.9647058823529412,False,f1,medium_seed2026
ssh,4,10851,1356,0.9904901243599122,0.9985250737463128,0.9944913698127066,False,f1,medium_seed2026
vimeo,5,976,121,1.0,0.950413223140496,0.9745762711864406,False,f1,medium_seed2026
zoiper,6,753,93,0.989247311827957,0.989247311827957,0.989247311827957,True,f1,medium_seed2026
rsync,0,1530,191,0.6050955414012739,0.4973821989528796,0.5459770114942528,False,f2,high_seed2022
sftp,1,1336,166,0.5260416666666666,0.608433734939759,0.5642458100558659,False,f2,high_seed2022
ssh,2,10851,1356,0.9941348973607038,1.0,0.9970588235294118,False,f2,high_seed2022
vimeo,3,976,121,0.9745762711864406,0.950413223140496,0.9623430962343096,True,f2,high_seed2022
youtube,4,273,34,0.8947368421052632,1.0,0.9444444444444444,True,f2,high_seed2022
zoiper,5,753,93,1.0,0.989247311827957,0.9945945945945946,True,f2,high_seed2022
rdp,0,36,4,0.0,0.0,0.0,True,f2,high_seed2023
scp,1,1832,229,0.5643564356435643,0.9956331877729258,0.7203791469194313,False,f2,high_seed2023
sftp,2,1336,166,0.0,0.0,0.0,False,f2,high_seed2023
vimeo,3,976,121,0.9586776859504132,0.9586776859504132,0.9586776859504132,False,f2,high_seed2023
youtube,4,273,34,0.7368421052631579,0.8235294117647058,0.7777777777777778,True,f2,high_seed2023
zoiper,5,753,93,1.0,0.9032258064516128,0.9491525423728812,True,f2,high_seed2023
netflix,0,165,20,0.3428571428571428,0.6,0.4363636363636363,True,f2,high_seed2024
rdp,1,36,4,0.3333333333333333,0.5,0.4,True,f2,high_seed2024
scp,2,1832,229,0.6454545454545455,0.6200873362445415,0.6325167037861916,False,f2,high_seed2024
sftp,3,1336,166,0.5055555555555555,0.5481927710843374,0.5260115606936416,False,f2,high_seed2024
skype,4,1017,126,0.9307692307692308,0.9603174603174603,0.9453125,False,f2,high_seed2024
youtube,5,273,34,0.625,0.1470588235294117,0.2380952380952381,True,f2,high_seed2024
netflix,0,165,20,0.9375,0.75,0.8333333333333334,True,f2,high_seed2025
rdp,1,36,4,0.0,0.0,0.0,True,f2,high_seed2025
rsync,2,1530,191,0.0,0.0,0.0,False,f2,high_seed2025
scp,3,1832,229,0.5325301204819277,0.965065502183406,0.686335403726708,False,f2,high_seed2025
skype,4,1017,126,0.9689922480620154,0.992063492063492,0.9803921568627452,True,f2,high_seed2025
ssh,5,10851,1356,0.9919472913616398,0.9992625368731564,0.9955914768552534,False,f2,high_seed2025
netflix,0,165,20,0.6956521739130435,0.8,0.7441860465116279,True,f2,high_seed2026
rsync,1,1530,191,1.0,0.9528795811518324,0.9758713136729222,False,f2,high_seed2026
skype,2,1017,126,0.9765625,0.992063492063492,0.9842519685039368,False,f2,high_seed2026
ssh,3,10851,1356,0.9941089837997056,0.995575221238938,0.9948415622697128,False,f2,high_seed2026
vimeo,4,976,121,0.9338842975206612,0.9338842975206612,0.9338842975206612,True,f2,high_seed2026
zoiper,5,753,93,0.968421052631579,0.989247311827957,0.9787234042553192,True,f2,high_seed2026
netflix,0,165,20,0.0,0.0,0.0,True,f2,low_seed2022
rsync,1,1530,191,0.6030927835051546,0.612565445026178,0.6077922077922078,False,f2,low_seed2022
sftp,2,1336,166,0.5424836601307189,0.5,0.5203761755485894,False,f2,low_seed2022
skype,3,1017,126,0.952,0.9444444444444444,0.9482071713147412,False,f2,low_seed2022
ssh,4,10851,1356,0.9811866859623734,1.0,0.9905040175310446,False,f2,low_seed2022
vimeo,5,976,121,0.9745762711864406,0.950413223140496,0.9623430962343096,True,f2,low_seed2022
youtube,6,273,34,0.5333333333333333,0.7058823529411765,0.6075949367088608,True,f2,low_seed2022
zoiper,7,753,93,0.9888888888888888,0.956989247311828,0.9726775956284154,True,f2,low_seed2022
rdp,0,36,4,0.8,1.0,0.888888888888889,True,f2,low_seed2023
rsync,1,1530,191,0.3611111111111111,0.4083769633507853,0.3832923832923833,False,f2,low_seed2023
scp,2,1832,229,0.3818181818181818,0.3668122270742358,0.3741648106904232,False,f2,low_seed2023
sftp,3,1336,166,0.4693877551020408,0.4156626506024096,0.4408945686900958,False,f2,low_seed2023
ssh,4,10851,1356,0.9948604992657856,0.9992625368731564,0.997056659308315,False,f2,low_seed2023
vimeo,5,976,121,1.0,0.975206611570248,0.98744769874477,True,f2,low_seed2023
youtube,6,273,34,0.9411764705882352,0.9411764705882352,0.9411764705882352,True,f2,low_seed2023
zoiper,7,753,93,1.0,0.989247311827957,0.9945945945945946,True,f2,low_seed2023
netflix,0,165,20,0.0,0.0,0.0,True,f2,low_seed2024
rdp,1,36,4,0.0,0.0,0.0,True,f2,low_seed2024
scp,2,1832,229,0.6467391304347826,0.519650655021834,0.5762711864406779,False,f2,low_seed2024
sftp,3,1336,166,0.4778325123152709,0.5843373493975904,0.5257452574525746,False,f2,low_seed2024
skype,4,1017,126,0.9609375,0.9761904761904762,0.968503937007874,False,f2,low_seed2024
vimeo,5,976,121,0.9836065573770492,0.9917355371900828,0.9876543209876544,False,f2,low_seed2024
youtube,6,273,34,0.5862068965517241,1.0,0.7391304347826086,True,f2,low_seed2024
zoiper,7,753,93,0.9484536082474226,0.989247311827957,0.968421052631579,True,f2,low_seed2024
netflix,0,165,20,0.0,0.0,0.0,True,f2,low_seed2025
rdp,1,36,4,0.0,0.0,0.0,True,f2,low_seed2025
rsync,2,1530,191,0.3488372093023256,0.0785340314136125,0.1282051282051282,False,f2,low_seed2025
scp,3,1832,229,0.4357798165137614,0.4148471615720524,0.4250559284116331,False,f2,low_seed2025
sftp,4,1336,166,0.303951367781155,0.6024096385542169,0.404040404040404,False,f2,low_seed2025
skype,5,1017,126,0.9333333333333332,0.8888888888888888,0.9105691056910568,True,f2,low_seed2025
ssh,6,10851,1356,0.9854545454545456,0.9992625368731564,0.9923105089710728,False,f2,low_seed2025
youtube,7,273,34,0.6341463414634146,0.7647058823529411,0.6933333333333332,True,f2,low_seed2025
netflix,0,165,20,1.0,0.75,0.8571428571428571,True,f2,low_seed2026
rdp,1,36,4,1.0,0.25,0.4,True,f2,low_seed2026
rsync,2,1530,191,0.625,0.0523560209424083,0.0966183574879227,False,f2,low_seed2026
scp,3,1832,229,0.5481481481481482,0.9694323144104804,0.7003154574132493,False,f2,low_seed2026
skype,4,1017,126,0.984,0.9761904761904762,0.9800796812749004,False,f2,low_seed2026
ssh,5,10851,1356,0.9963208241353936,0.9985250737463128,0.9974217311233886,False,f2,low_seed2026
vimeo,6,976,121,0.9669421487603306,0.9669421487603306,0.9669421487603306,True,f2,low_seed2026
zoiper,7,753,93,0.9387755102040816,0.989247311827957,0.9633507853403142,True,f2,low_seed2026
netflix,0,165,20,0.4736842105263157,0.45,0.4615384615384615,True,f2,medium_seed2022
rsync,1,1530,191,0.6351351351351351,0.4921465968586387,0.5545722713864307,False,f2,medium_seed2022
sftp,2,1336,166,0.5240384615384616,0.6566265060240963,0.5828877005347594,False,f2,medium_seed2022
ssh,3,10851,1356,0.9955914768552536,0.9992625368731564,0.9974236290025764,False,f2,medium_seed2022
vimeo,4,976,121,0.9914529914529916,0.9586776859504132,0.9747899159663866,False,f2,medium_seed2022
youtube,5,273,34,0.7272727272727273,0.7058823529411765,0.7164179104477613,True,f2,medium_seed2022
zoiper,6,753,93,0.9473684210526316,0.967741935483871,0.9574468085106383,True,f2,medium_seed2022
rdp,0,36,4,1.0,0.25,0.4,True,f2,medium_seed2023
rsync,1,1530,191,0.3333333333333333,0.0157068062827225,0.0299999999999999,False,f2,medium_seed2023
scp,2,1832,229,0.4061757719714964,0.7467248908296943,0.5261538461538462,False,f2,medium_seed2023
sftp,3,1336,166,0.3719512195121951,0.3674698795180723,0.3696969696969697,False,f2,medium_seed2023
vimeo,4,976,121,1.0,0.9669421487603306,0.9831932773109244,False,f2,medium_seed2023
youtube,5,273,34,0.935483870967742,0.8529411764705882,0.8923076923076922,True,f2,medium_seed2023
zoiper,6,753,93,0.9789473684210528,1.0,0.9893617021276596,True,f2,medium_seed2023
netflix,0,165,20,0.0,0.0,0.0,True,f2,medium_seed2024
rdp,1,36,4,0.0,0.0,0.0,True,f2,medium_seed2024
scp,2,1832,229,0.5388471177944862,0.9388646288209608,0.6847133757961783,False,f2,medium_seed2024
sftp,3,1336,166,0.28125,0.0542168674698795,0.0909090909090909,False,f2,medium_seed2024
skype,4,1017,126,0.9545454545454546,0.8333333333333334,0.8898305084745762,False,f2,medium_seed2024
vimeo,5,976,121,0.7682119205298014,0.9586776859504132,0.8529411764705883,False,f2,medium_seed2024
youtube,6,273,34,0.25,0.0588235294117647,0.0952380952380952,True,f2,medium_seed2024
netflix,0,165,20,0.6129032258064516,0.95,0.7450980392156863,True,f2,medium_seed2025
rdp,1,36,4,0.5,0.25,0.3333333333333333,True,f2,medium_seed2025
rsync,2,1530,191,0.5833333333333334,0.0366492146596858,0.0689655172413793,False,f2,medium_seed2025
scp,3,1832,229,0.5476772616136919,0.9781659388646288,0.7021943573667712,False,f2,medium_seed2025
skype,4,1017,126,0.9767441860465116,1.0,0.988235294117647,False,f2,medium_seed2025
ssh,5,10851,1356,0.9992614475627768,0.9977876106194692,0.9985239852398524,False,f2,medium_seed2025
youtube,6,273,34,0.9130434782608696,0.6176470588235294,0.7368421052631579,True,f2,medium_seed2025
